City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,xmf,tr,nap,li,lv,lt,jam,tk,th,tg,te,sgs,pcd,ta,yi,lrc,ceb,yo,kk-kz,de,da,za,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,kaa,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,ms,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,krc,nds,yue,tt,udm,co,nso,bjn,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,mt,stq,uk,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,km,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,fr,ku,lad,fy,frp,fa,mai,fi,mzn,gom,ab,ky,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,su,or,sk,si,sh,so,mrj,sl,sc,sa,rgn,sw,se,sd
Bangkok,OSM,samely,Shopping,Siam Center,暹罗中心,https://batpad.github.io/quick-geocode/?name=Siam%20Center&city=Bangkok,"https://www.google.com/maps/search/Siam+Center,+Bangkok/",way,25701334,,#N/A,overpass,100.5327979,13.7462767,,,Q913929,,,,,,,,,,,,,沙炎中心,,,,,,,,,,,,,,,,,,,,,สยามเซ็นเตอร์,,,,,,,,,,,Siam Center,,,,,,,,,,,沙炎中心,,,,沙炎中心,,,,,,Siam Center,沙炎中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サイアム・センター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siam Center,,,,,,,,,,,,,,,,,,Siam Center,,,,,,,,,,,,,,,,,,,,,싸얌 센터,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Ananta Samakhom Throne Hall,旧国会大厦,https://batpad.github.io/quick-geocode/?name=Ananta%20Samakhom%20Throne%20Hall&city=Bangkok,"https://www.google.com/maps/search/Ananta+Samakhom+Throne+Hall,+Bangkok/",way,31987148,,#N/A,google,100.5128184,13.77159211,,,Q485954,en:Ananta Samakhom Throne Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,พระที่นั่งอนันตสมาคม,,,,,,,,,,,Ananta-Samakhom-Thronhalle,,,,,,,,,,,,,,,,,,,,,Ananta Samakhom Throne Hall,阿南达沙玛空皇家御会馆,,,,,,,,,,,,,,Ананда Самакхом,,,,,,,,,,,,,,,,,,,,,,アナンタサマーコム宮殿,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salão do Trono Ananda Samakhom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Ananta Samakhom Throne Hall,阿兰达皇家博物馆,https://batpad.github.io/quick-geocode/?name=Ananta%20Samakhom%20Throne%20Hall&city=Bangkok,"https://www.google.com/maps/search/Ananta+Samakhom+Throne+Hall,+Bangkok/",way,31987148,,#N/A,overpass,100.5131076,13.7716901,,,Q485954,en:Ananta Samakhom Throne Hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,พระที่นั่งอนันตสมาคม,,,,,,,,,,,Ananta-Samakhom-Thronhalle,,,,,,,,,,,,,,,,,,,,,Ananta Samakhom Throne Hall,阿南达沙玛空皇家御会馆,,,,,,,,,,,,,,Ананда Самакхом,,,,,,,,,,,,,,,,,,,,,,アナンタサマーコム宮殿,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salão do Trono Ananda Samakhom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Asiatique The Riverfront,曼谷新天地,https://batpad.github.io/quick-geocode/?name=Asiatique%20The%20Riverfront&city=Bangkok,"https://www.google.com/maps/search/Asiatique+The+Riverfront,+Bangkok/",way,196107455,,#N/A,overpass,100.5030426,13.7034749,,,Q13026076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,เอเชียทีค เดอะ ริเวอร์ฟร้อนท์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asiatique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Bang Pa-in Royal Palace,邦巴茵行宫,https://batpad.github.io/quick-geocode/?name=Bang%20Pa-in%20Royal%20Palace&city=Bangkok,"https://www.google.com/maps/search/Bang+Pa-in+Royal+Palace,+Bangkok/",way,218136534,,#N/A,google,100.5796517,14.23250006,,,Q2522114,,,,,,,,,,,,,邦芭茵夏宮,,,,,,,,,,,,,,,,,,Bang Pa In karaliaus rūmai,,,พระราชวังบางปะอิน,,,,,,,,,,,,,,,,,,,,,,邦芭茵夏宫,,,,邦芭茵夏宮,,,,,,Bang Pa-In Royal Palace,邦芭茵夏宫,,,,,,,,,,,Palacio real de Bang Pa-In,,,Бангпаин,,,,,,,,,,,,,,,,,,,,,,バーンパイン宮殿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bang Pa-In Royal Palace,,,,,,,,,,,,,,Bang Pa-In Royal Palace,,,,,,,,,,,,,,,,,,palais royal de Bang Pa-In,,,,,,,,,,,,,,ბან-პა-ინის სამეფო სასახლე,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Bangkok Dream World,曼谷梦幻乐园,https://batpad.github.io/quick-geocode/?name=Bangkok%20Dream%20World&city=Bangkok,"https://www.google.com/maps/search/Bangkok+Dream+World,+Bangkok/",way,124857541,,#N/A,overpass,100.6755205,13.9916964,,,Q3039270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ดรีมเวิลด์,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dream World,夢幻樂園 (曼谷),,,,,,,,,,,Dream World,,,,,,,,,,,,,,,,,,,,,,,,,ドリームワールド (タイ),,,,,,,,,,,,,,,,,,,,,,,,,,,,Dream World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dream World,,,,,,,,,,,,,,Dream World,,,,,,,,,,,,,,,,,,Dream World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Bangkok Planetarium,曼谷天文馆,https://batpad.github.io/quick-geocode/?name=Bangkok%20Planetarium&city=Bangkok,"https://www.google.com/maps/search/Bangkok+Planetarium,+Bangkok/",way,317219712,,#N/A,overpass,100.5827346,13.7195342,,,Q1961555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangkok Planetarium,曼谷天文館,,,,,,,,,,,Planetario de Bangkok,,,Бангкокский планетарий,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Democracy Monument,民主纪念碑,https://batpad.github.io/quick-geocode/?name=Democracy%20Monument&city=Bangkok,"https://www.google.com/maps/search/Democracy+Monument,+Bangkok/",way,178329973,,#N/A,overpass,100.5018535,13.7567029,,,Q1186076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,อนุสาวรีย์ประชาธิปไตย,,,,,,,,,,,Demokratiedenkmal,,,,,,,,,,,,,,,,,,,,,Democracy Monument,民主紀念碑,,,,,,,,,,,Monumento a la Democracia,,,Монумент Демократии (Бангкок),,,,,,,,,,,,,,,,,,,,,,民主記念塔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tượng đài Dân chủ, Bangkok",,,,,,,,,,,,,,,,,,,,,Demokratimonumentet,,,,,,,,,,,,,,,,,,,,,Demokratian muistomerkki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Erawan Shrine,四面佛,https://batpad.github.io/quick-geocode/?name=Erawan%20Shrine&city=Bangkok,"https://www.google.com/maps/search/Erawan+Shrine,+Bangkok/",node,373104218,,#N/A,overpass,100.540381,13.7443317,,,Q1235886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ศาลท้าวมหาพรหม โรงแรมเอราวัณ,,,,,பிரம்மன் கோயில்,,,,,,Erawan-Schrein,,,,,,,,,,,,,,,,,,,,,Erawan Shrine,,,,,,,,,,,,Santuario de Erawan,,,,,,,,,,,,,,,,,,,,,,,,,エーラーワンの祠,,,,,,,,,,,,,,,,,Santuari d'Erawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ایراون مندر,,,,,,,,,,,,,San Phra Phrom,,,,,,,,,,,,,,Kuil Erawan,,,,,,,,,,,,,,,,,,,,,sanctuaire d'Erawan,,,,,,,,,,,,,,,,,,,,,에라완 사원,Erawans helgedom,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Erawan Shrine,四面佛,https://batpad.github.io/quick-geocode/?name=Erawan%20Shrine&city=Bangkok,"https://www.google.com/maps/search/Erawan+Shrine,+Bangkok/",node,3493449836,,#N/A,overpass,100.4949934,13.7576518,,,Q1235886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ศาลท้าวมหาพรหม โรงแรมเอราวัณ,,,,,பிரம்மன் கோயில்,,,,,,Erawan-Schrein,,,,,,,,,,,,,,,,,,,,,Erawan Shrine,,,,,,,,,,,,Santuario de Erawan,,,,,,,,,,,,,,,,,,,,,,,,,エーラーワンの祠,,,,,,,,,,,,,,,,,Santuari d'Erawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ایراون مندر,,,,,,,,,,,,,San Phra Phrom,,,,,,,,,,,,,,Kuil Erawan,,,,,,,,,,,,,,,,,,,,,sanctuaire d'Erawan,,,,,,,,,,,,,,,,,,,,,에라완 사원,Erawans helgedom,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,MahaNakhon,曼谷京都大厦,https://batpad.github.io/quick-geocode/?name=MahaNakhon&city=Bangkok,"https://www.google.com/maps/search/MahaNakhon,+Bangkok/",way,345531351,,#N/A,overpass,100.7907828,13.7227714,,,Q1640197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,มหานคร,,,,,,,,,,,Maha Nakhon,,,,,,,,,,,,,,,,,,,,,MahaNakhon,,,,,,,,,,,,MakaNakhon,,,,,,,,,,,,,,,,,,,,,,,,,マハナコン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MahaNakhon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MahaNakhon,,,,,,,,,,,,,,,,,,,,,마하나콘,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Museum of Contemporary Art,当代艺术博物馆,https://batpad.github.io/quick-geocode/?name=Museum%20of%20Contemporary%20Art&city=Bangkok,"https://www.google.com/maps/search/Museum+of+Contemporary+Art,+Bangkok/",way,248978431,,#N/A,overpass,100.5626494,13.8519103,,,Q1130188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,หอศิลปวัฒนธรรมแห่งกรุงเทพมหานคร,,,,,,,,,,,Kunst- und Kulturzentrum Bangkok,,,,,,,,,,,,,,,,,,,,,Bangkok Art and Culture Centre,,,,,,,,,,,,,,,Бангкокский художественный и культурный центр,,,,,,,,,,,,,,,,,,,,,,バンコク芸術文化センター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Queen's Gallery,王后画廊,https://batpad.github.io/quick-geocode/?name=Queen's%20Gallery&city=Bangkok,"https://www.google.com/maps/search/Queen's+Gallery,+Bangkok/",way,205637198,,#N/A,overpass,100.5050678,13.7566001,,,Q4921882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,หอศิลป์สมเด็จพระนางเจ้าสิริกิติ์ พระบรมราชินีนาถ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Queen Sirikit Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クイーンズギャラリー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Ratchadaphisek Road,叻猜拉披色路,https://batpad.github.io/quick-geocode/?name=Ratchadaphisek%20Road&city=Bangkok,"https://www.google.com/maps/search/Ratchadaphisek+Road,+Bangkok/",way,369892582,,#N/A,google,100.5734108,13.77234175,,,Q4924256,,,,,,,,,,,,,叻猜拉披色路,,,,,,,,,,,,,,,,,,,,,ถนนรัชดาภิเษก,,,,,,,,,,,,,,,,,,,,,,叻猜拉披色路,,,,叻猜拉披色路,,,,,,Ratchadaphisek Road,叻猜拉披色路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ラッチャダーピセーク通り,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bangkok/Ratchadaphisek,,,,,,,,,,,,,,,,,,,,,,,,בנגקוק/ראטצא'דפיסק,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ratchadaphisek Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Sanam Luang,皇家田广场,https://batpad.github.io/quick-geocode/?name=Sanam%20Luang&city=Bangkok,"https://www.google.com/maps/search/Sanam+Luang,+Bangkok/",way,23630232,,#N/A,overpass,100.4930892,13.7551384,,,Q767544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ท้องสนามหลวง,,,,,,,,,,,Sanam Luang,,,,,,,,,,,,,,,皇家田廣場,,,,,,Sanam Luang,田廣場,,,,,,,,,,,Sanam Luang,,,,,,,皇家田广场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sanam Luang,,,Sanam Luang,,,,,,,,,,,,,,Sanam Luang,,,,,,,,,,,,,,,,,,Sanam Luang,,,,,,,,,,,,,,,,,,,,,사남루앙,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,siam park city,暹罗乐园,https://batpad.github.io/quick-geocode/?name=siam%20park%20city&city=Bangkok,"https://www.google.com/maps/search/siam+park+city,+Bangkok/",node,2156859030,,#N/A,overpass,100.6929612,13.8054903,,,Q1016030,,,,,,,,,,,,,萱沙炎公園,,,,,,,,,,,,,,,,,,,,,สวนสยาม,,,,,,,,,,,Siam Park City,,,,,,,,,,,萱沙炎公园,,,,萱沙炎公園,,,,,,Siam Park City,萱沙炎公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,サイアム・パーク・シティ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siam Park City,,,,,,,,,,,,,,,,,,Siam Park City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Supachalasai National Stadium,苏帕查拉赛体育场,https://batpad.github.io/quick-geocode/?name=Supachalasai%20National%20Stadium&city=Bangkok,"https://www.google.com/maps/search/Supachalasai+National+Stadium,+Bangkok/",way,25701345,,#N/A,google,100.5255042,13.74509004,,,Q219047,,,,,,,,,,,,,蘇帕查拉賽體育場,,,,,,,,,,,,,,,,,,,,,กรีฑาสถานแห่งชาติ,,,,,,,,,,,Suphachalasai-Stadion,,,,,,,,,,,苏帕查拉赛体育场,,,,蘇帕查拉賽體育場,,,,,,National Stadium,蘇帕查拉賽體育場,,,,,,,,,,,Estadio Suphachalasai,,,Супхачаласай,,,,苏帕查拉赛体育场,,,,,,,,Stadium Nasional Thailand,,,苏帕查拉赛体育场,,,,,,,スパチャラサイ国立競技場,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estádio Suphachalasai,蘇帕查拉賽體育場,,,,,,,,Stadion Suphachalasai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sân vận động Quốc gia (Thái Lan),,,,,,ملعب سوباتشالاساي,ពហុកីឡាដ្ឋានសុផាចាឡាសៃ,,,,,,,Stadion Nasional Thailand,,,Suphachalasai Stadion,,,,,,,,,,,,,,,,,,stade Suphachalasai,,,,,ورزشگاه ملی تایلند,,,,,,,,,,,,,,,,수파찰라사이 경기장,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,The Ancient City,古城七十二府,https://batpad.github.io/quick-geocode/?name=The%20Ancient%20City&city=Bangkok,"https://www.google.com/maps/search/The+Ancient+City,+Bangkok/",way,166114555,,#N/A,google,100.6295689,13.54714422,,,Q257554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,เมืองโบราณ,,,,,,,,,,,Mueang Boran,,,,,,,,,,,,,,,,,,,,,Ancient Siam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siam Kuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,the erawan museum,三头神象博物馆,https://batpad.github.io/quick-geocode/?name=the%20erawan%20museum&city=Bangkok,"https://www.google.com/maps/search/the+erawan+museum,+Bangkok/",node,1641043364,,#N/A,google,100.58879,13.6286195,,,Q660598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,พิพิธภัณฑ์ช้างเอราวัณ,,,,,,,,,,,Erawan-Museum,,,,,,,,,,,,,,,,,,,,,Erawan Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,musée d'Erawan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,The Grand Palace,大皇宫,https://batpad.github.io/quick-geocode/?name=The%20Grand%20Palace&city=Bangkok,"https://www.google.com/maps/search/The+Grand+Palace,+Bangkok/",node,3977891357,,#N/A,overpass,100.4916378,13.7464939,,,Q873769,,,,,,,,,,,,,曼谷大皇宮,,,,,,,,,,,,,,Grand Palace,,,,,,,พระบรมมหาราชวัง,,,,,பெரிய அரண்மனை,,,,,,Großer Palast,,,,,,,,,,,曼谷大皇宫,,,Grosser Palast,曼谷大皇宮,,,,,,Grand Palace,曼谷大皇宫,,,,,,,,,,,Gran Palacio de Bangkok,,,Большой дворец,,,,,,,,,,,,,,,,,Istana Raja Bangkok,,,,,王宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grande Palácio de Bangkok,,,,ਗਰੈਂਡ ਪੈਲਸ,,,,,Wielki Pałac Królewski,,,,,,,,Nagy Palota,,,,,,,ארמון מלך תאילנד,,,,,,,,,Голем дворец,,,,,,,,,,,,,,Hoàng cung,,,Grande Palazzo Reale,,,القصر الكبير,,,,,,,,Istana Raja,,,Koninklijk Paleis van Bangkok,,,,,,,,,,,,,,,,,,palais royal,,,,,کاخ بزرگ,,Suuri palatsi,,,,,,,,,,,,,,방콕 왕궁,,,,,Kiri Garuda,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Vimanmek Mansion,维曼默宫,https://batpad.github.io/quick-geocode/?name=Vimanmek%20Mansion&city=Bangkok,"https://www.google.com/maps/search/Vimanmek+Mansion,+Bangkok/",way,31987914,,#N/A,overpass,100.5123285,13.7741306,,,Q1479428,en:Vimanmek Mansion,,,,,维曼默宫,,,,,,,維曼默宮,,,,,,,,,,,,,,,,,,,,,พระที่นั่งวิมานเมฆ,,,,,,,,,,,Wimanmek-Palast,,,維曼默宮,,,,,,,,维曼默宫,,,,維曼默宮,,,,,,Vimanmek Mansion,維曼默宮,,,,,,,,,,,,,,Виманмек,,,,,,,,,,,,,,,,,,,,,,ウィマーンメーク宮殿,,,,,,,,,,,維曼默宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,維曼默宮,,,,,,ארמון וימנמק,,,,,,,,,,,,,,,,,,,,,,,Cung điện Vimanmek,,,Palazzo Vimanmek,,,,,,,,,,,,,,Vimanmekpaleis,,,,,维曼默宫,維曼默宮,,,,,,,,,,,,résidence Vimanmek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Vimanmek Teak Mansion,柚木宫,https://batpad.github.io/quick-geocode/?name=Vimanmek%20Teak%20Mansion&city=Bangkok,"https://www.google.com/maps/search/Vimanmek+Teak+Mansion,+Bangkok/",way,31987914,,#N/A,google,100.5122081,13.77418535,,,Q1479428,en:Vimanmek Mansion,,,,,维曼默宫,,,,,,,維曼默宮,,,,,,,,,,,,,,,,,,,,,พระที่นั่งวิมานเมฆ,,,,,,,,,,,Wimanmek-Palast,,,維曼默宮,,,,,,,,维曼默宫,,,,維曼默宮,,,,,,Vimanmek Mansion,維曼默宮,,,,,,,,,,,,,,Виманмек,,,,,,,,,,,,,,,,,,,,,,ウィマーンメーク宮殿,,,,,,,,,,,維曼默宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,維曼默宮,,,,,,ארמון וימנמק,,,,,,,,,,,,,,,,,,,,,,,Cung điện Vimanmek,,,Palazzo Vimanmek,,,,,,,,,,,,,,Vimanmekpaleis,,,,,维曼默宫,維曼默宮,,,,,,,,,,,,résidence Vimanmek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Wat Arun,郑王庙,https://batpad.github.io/quick-geocode/?name=Wat%20Arun&city=Bangkok,"https://www.google.com/maps/search/Wat+Arun,+Bangkok/",way,23481741,,#N/A,overpass,100.488488,13.7438143,,,Q724970,,,,Wat Arun,,,,,,,,,黎明寺,,,,,,,,,,,,,,,,,,,,,วัดแจ้ง,,,,,வாட் அருண்,,,,,,Wat Arun,Wat Arun,,,,,,,,,,黎明寺,,,,黎明寺,,,,,,Wat Arun,黎明寺,,,,,,,,Wat Arun,,,Wat Arun,,,Ват-Арун,,,,,,,,,,,Уат Арун,,,,,,,,,,,ワット・アルンラーチャワラーラーム,,,,,,,,,,,,,,,,,Wat Arun,,,,,,,,,,,Wat Arun,,,,,,,,,Wat Arun,,,,,,,,Vat Arun,,,,,,,ואט ארון,,,,,,,,,Ват Арун,,,,,Ват Арун,,,,,,,,,Wat Arun,,,Wat Arun,,,,,,,,,,,Wat Arun,,,Wat Arun,Wat Arun,,,Wat Arun,,,,,,,,,,,,,,Wat Arun,,,,,,,Wat Arun,,,,,,,,,,,,,,왓 아룬,Wat Arun,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Wat Khaek,印度庙,https://batpad.github.io/quick-geocode/?name=Wat%20Khaek&city=Bangkok,"https://www.google.com/maps/search/Wat+Khaek,+Bangkok/",way,39885336,,#N/A,google,100.5228877,13.7242173,,,Q6761807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,วัดพระศรีมหาอุมาเทวี,,,,,பாங்காக் மாரியம்மன் கோயில்,,,,,,,,,,,,,,,,,,,,,,,,,,,Sri Mariamman Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangkok,OSM,samely,Tourism,Wat Pho,卧佛寺,https://batpad.github.io/quick-geocode/?name=Wat%20Pho&city=Bangkok,"https://www.google.com/maps/search/Wat+Pho,+Bangkok/",way,196820698,,#N/A,overpass,100.4916378,13.7464939,,,Q1059910,,,,,,,,,,,,,臥佛寺,,,,,,,,,,,,,,Wat Pho,,,,,,,วัดพระเชตุพนวิมลมังคลารามราชวรมหาวิหาร,,,,,,,,,,,Wat Pho,,,,,,,,,,,卧佛寺,,,,臥佛寺,,,,,,Wat Pho,卧佛寺 (曼谷),,,,,,,,,,,Wat Pho,,,Ват Пхо,,,,,,,,,,,,,,,,,,,,,,ワット・プラチェートゥポンウィモンマンカラーラーム,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wat Pho,,,,,,,,,Wat Pho,,,,,,,,,,,,,,,ואט פו,,,,,,,,,,,,,,,,,,,,,,,Wat Pho,,,Wat Pho,,,,,,,,,,,Wat Pho,,,Wat Pho,,,,,,,,,,,,,,,,,,Wat Pho,,,,,,,,,,,,,,,,,,,,,왓 포,Wat Pho,,,,,,,,,,,,,,
