City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,tt,tr,nap,li,lv,lt,jam,tk,th,tg,udm,sgs,pcd,ta,yi,ceb,yo,kk-kz,de,da,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,fr,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,uk,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,nds,yue,xmf,co,nso,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,te,stq,ms,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,su,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,kaa,mt,mrj,fy,frp,fa,mai,fi,mzn,gom,ab,sa,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,km,or,sk,si,sh,so,ku,sl,sc,ky,rgn,sw,se,sd
Osaka,OSM,Bharata,Shopping,Namba Parks,难波公园,https://batpad.github.io/quick-geocode/?name=Namba%20Parks&city=Osaka,"https://www.google.com/maps/search/Namba+Parks,+Osaka/",way,148650329,,#N/A,quick-geocode,,,,,,ja:なんばパークス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Namba Parks,難波公園,,,,Namba Parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なんばパークス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,난바 파크스,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Shopping,Nipponbashi,日本桥（大阪）,https://batpad.github.io/quick-geocode/?name=Nipponbashi&city=Osaka,"https://www.google.com/maps/search/Nipponbashi,+Osaka/",node,538718325,,#N/A,quick-geocode,,,,,,ja:日本橋駅 (大阪府),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacio Nippombashi,Nippombashi Station,日本橋站 (大阪府),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日本橋駅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stazione di Nippombashi,,,,,,,,,,,,,,station Nippombashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,닛폰바시 역,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,Dotonbori,道顿堀,https://batpad.github.io/quick-geocode/?name=Dotonbori&city=Osaka,"https://www.google.com/maps/search/Dotonbori,+Osaka/",node,4029007869,"https://www.google.com/maps/place/Dotonbori/@34.6685498,135.5006876,18z/data=!4m8!1m2!2m1!1sDotonbori,+Osaka!3m4!1s0x0:0xb8bb1326b48ba590!8m2!3d34.6686071!4d135.5026731",http://www.openstreetmap.org/?mlat=34.6686071&mlon=135.5026731#map=18/34.6685498/135.5006876&layers=D18z/data=!4m8!1m2!2m1!1sDotonbori&layers=D,google,,,,,,ja:道頓堀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,โดตมโบะริ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dōtonbori,道頓堀,,,,Dōtonbori,,,,Dōtonbori,,,Dōtonbori,,,,,,,,,,,,,,,,,,,,Dōtonbori,,,,,道頓堀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dōtonbori,,,,,,,,,,,Dōtonbori,,,Dōtonbori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,도톤보리,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,Open-Air Museum of Old Japanese Farmhouses,日本民家集落博物馆,https://batpad.github.io/quick-geocode/?name=Open-Air%20Museum%20of%20Old%20Japanese%20Farmhouses&city=Osaka,"https://www.google.com/maps/search/Open-Air+Museum+of+Old+Japanese+Farmhouses,+Osaka/",node,1422999883,,#N/A,quick-geocode,,,,,,ja:日本民家集落博物館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freilichtmuseum japanischer Bauernhäuser,,,,,,,,,,,,,,,,,,,,,,,,,Musée de plein-air des vieilles fermes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日本民家集落博物館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,Osaka Prefectural Sayamaike Museum,狭山池博物馆,https://batpad.github.io/quick-geocode/?name=Osaka%20Prefectural%20Sayamaike%20Museum&city=Osaka,"https://www.google.com/maps/search/Osaka+Prefectural+Sayamaike+Museum,+Osaka/",way,127496799,,#N/A,quick-geocode,,,,,,ja:奈良県立美術館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nara Prefectural Museum of Art,奈良縣立美術館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奈良県立美術館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,Osaka Shochikuza,大阪松竹座,https://batpad.github.io/quick-geocode/?name=Osaka%20Shochikuza&city=Osaka,"https://www.google.com/maps/search/Osaka+Shochikuza,+Osaka/",way,174740756,"https://www.google.com/maps/place/Osaka+Shochikuza/@34.6683966,135.5008409,17z/data=!3m1!4b1!4m5!3m4!1s0x6000e7139d7a3315:0xa4e7422c7b98e7a8!8m2!3d34.6683966!4d135.5008409",http://www.openstreetmap.org/?mlat=34.6683966&mlon=135.5008409#map=18/34.6683966/135.5008409&layers=D,google,,,,,,ja:大阪松竹座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大阪松竹座,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,Shinsaibashi,心斋桥,https://batpad.github.io/quick-geocode/?name=Shinsaibashi&city=Osaka,"https://www.google.com/maps/search/Shinsaibashi,+Osaka/",node,534133907,,#N/A,quick-geocode,,,,,,ja:心斎橋駅,,,,,,,,,,,,心齋橋站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斋桥站,,,,心齋橋車站,,,,,Stacio Shinsaibashi,Shinsaibashi Station,心齋橋站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斎橋駅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stazione di Shinsaibashi,,,,,,,,,,,,,,station Shinsaibashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,신사이바시 역,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,Tenma Bridge,天满桥,https://batpad.github.io/quick-geocode/?name=Tenma%20Bridge&city=Osaka,"https://www.google.com/maps/search/Tenma+Bridge,+Osaka/",node,3980099245,,#N/A,quick-geocode,,,,,,ja:天満橋駅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stacio Temmabashi,Temmabashi Station,天滿橋站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天満橋駅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stazione di Temmabashi,,,,,,,,,,,,,,station Temmabashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,덴마바시 역,,,,,,,,,,,,,,,
Osaka,OSM,,Tourism,Tennoji Park,天王寺公园,https://batpad.github.io/quick-geocode/?name=Tennoji%20Park&city=Osaka,"https://www.google.com/maps/search/Tennoji+Park,+Osaka/",way,170693374,,#N/A,overpass,,,,,,ja:天王寺公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennōji Park,,,,,Parc de Tennoji,,,,,,,Parque Tennōji,,,Тэннодзи,,,,,,,,,,,,,,,,,,,,,,天王寺公園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tennōjin puisto,,,,,,,,,,,,,,덴노지 공원,,,,,,,,,,,,,,,
Osaka,OSM,Bharata,Tourism,The Japan Folk Crafts Museum,大阪日本民艺馆,https://batpad.github.io/quick-geocode/?name=The%20Japan%20Folk%20Crafts%20Museum&city=Osaka,"https://www.google.com/maps/search/The+Japan+Folk+Crafts+Museum,+Osaka/",node,1420781094,"https://www.google.co.in/maps/place/The+Japan+Folk+Crafts+Museum/@35.660829,139.6792134,15z/data=!4m5!3m4!1s0x0:0x737f4ccc575fff9f!8m2!3d35.660829!4d139.6792134",http://www.openstreetmap.org/?mlat=35.660829&mlon=139.6792134#map=18/35.660829/139.6792134&layers=D,google,,,,,,ja:日本民藝館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japanese Folk Crafts Museum,,,,,musée d'artisanat folklorique japonais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,日本民藝館,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Hotel,InterContinental Paris-Le Grand,洲际巴黎大酒店,https://batpad.github.io/quick-geocode/?name=InterContinental%20Paris-Le%20Grand&city=Paris,"https://www.google.com/maps/search/InterContinental+Paris-Le+Grand,+Paris/",node,274261929,,#N/A,quick-geocode,,,,,,fr:InterContinental Paris Le Grand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,InterContinental Paris Le Grand Hotel,,,,,InterContinental Paris Le Grand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,インターコンチネンタル・パリ・ル・グラン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Restaurant,Café les Deux Moulins,双风车咖啡馆,https://batpad.github.io/quick-geocode/?name=Café%20les%20Deux%20Moulins&city=Paris,"https://www.google.com/maps/search/Café+les+Deux+Moulins,+Paris/",node,408952536,,#N/A,quick-geocode,,,,,Q2593762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café des 2 Moulins,,,,,café des 2 Moulins,,,,,,,Café de Los Dos Molinos,,,Две Мельницы,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café des 2 Moulins,,,,,,,,,,,,,,Café des 2 Moulins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café des 2 Moulins,,,,,,,,,,,Café des 2 Moulins,,,Café des 2 Moulins,,,,,,,,,,,,,,,,,,,,,,,,,Café des 2 Moulins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Shopping,Carrousel du Louvre,卢浮宫卡鲁塞勒商廊,https://batpad.github.io/quick-geocode/?name=Carrousel%20du%20Louvre&city=Paris,"https://www.google.com/maps/search/Carrousel+du+Louvre,+Paris/",way,278497602,,#N/A,quick-geocode,,,,category is a shopping mall,,fr:Carrousel du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrousel du Louvre,,,,,Carrousel du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrousel du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carrousel du Louvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Shopping,Galeries Lafayette,老佛爷百货公司,https://batpad.github.io/quick-geocode/?name=Galeries%20Lafayette&city=Paris,"https://www.google.com/maps/search/Galeries+Lafayette,+Paris/",way,69224062,,#N/A,,,,,,,fr:Galeries Lafayette Haussmann,,,,,,,,,,,,巴黎拉法葉百貨公司,,,,,,,,,,,,,,Galeries Lafayette,,,,,,,,,,,,,,,,,Galeries Lafayette,Galeries Lafayette,,,,,,,,,巴黎老佛爷百貨公司,,,,巴黎拉法葉百貨公司,,,,,Galeries Lafayette,Galeries Lafayette,巴黎老佛爺百貨公司,,,,Galeries Lafayette,,,,Galeries Lafayette,,,Galeries Lafayette Haussmann,,,Galeries Lafayette,,,,巴黎老佛爷百貨公司,,,,,,Galeries Lafayette,Галери Лафайет,Галерея Лафайєт,,,巴黎老佛爷百貨公司,,,,,,,ギャラリー・ラファイエット,,,,,,,,,,,,,,,,,,,,Galeries Lafayette,,,,,Galeries Lafayette,巴黎拉法葉百貨公司,,,,,,,,Galeries Lafayette,,,,,,,,,嘉羅希·拿華頁,,,,,,גאלרי לפאייט,,,,,,,,,,,,,,,,,,,,,,,Galeries Lafayette Haussmann,,,Galeries Lafayette Haussmann,,,معرض لافاييت,,,,,,,,,,,Galeries Lafayette,,,,Galeries Lafayette,嘉罗希·拿华页,嘉羅希·拿華頁,,,,,,,,,,,,,,,,,گالری لافایت,,Galeries Lafayette Haussmann,,,,,,,,,,,Galeries Lafayette,,,라파예트 백화점,Galeries Lafayette,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Shopping,Louis Vuitton Boutique,Louis Vuitton（香榭丽舍店）,https://batpad.github.io/quick-geocode/?name=Louis%20Vuitton%20Boutique&city=Paris,"https://www.google.com/maps/search/Louis+Vuitton+Boutique,+Paris/",node,3584425121,,#N/A,quick-geocode,,,,,,en:Louis Vuitton,,Louis Vuitton,,,,,,,,લૂઈસ વીટન,,路易·威登,,,,,,,,,,,,,,,,,,Louis Vuitton,,,หลุยส์ วิตตอง,,,,,,,,,,Louis Vuitton,Louis Vuitton,,,,,,,,,路易·威登,,ಲೂಯಿ ವಿಟಾನ್,,路易·威登,,,,Louis Vuitton,,Louis Vuitton,路易·威登,,,,Louis Vuitton,,,,Louis Vuitton,Louis Vuitton,,Louis Vuitton,,,Louis Vuitton,,,,路易·威登,,Louis Vuitton,,,,,,Louis Vuitton,,,路易·威登,,,,,,,ルイ・ヴィトン,,,,,,,,,,路易威登,,,,Louis Vuitton,,,,,,Louis Vuitton,,,,,Louis Vuitton,路易·威登,,,,,,,,Louis Vuitton,,Louis Vuitton,,,,,,Louis Vuitton,LV,लूई वीटॉन,,,,,לואי ויטון,,,,,,,,,Louis Vuitton,,,లూయిస్ విట్టన్,,Louis Vuitton,,,,,,,,,Louis Vuitton,,,Louis Vuitton,,,لويس فويتون,,,,,,Louis Vuitton moda evi,,Louis Vuitton,,,Louis Vuitton,Louis Vuitton,,,Louis Vuitton,LV,LV,,,,,,,,,,,,,,,,,لویی ویتون,,Louis Vuitton,,,,,,,Louis Vuitton,,,,,,,루이비통,Louis Vuitton,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Restaurant,Shakespeare and Company,莎士比亚书店,https://batpad.github.io/quick-geocode/?name=Shakespeare%20and%20Company&city=Paris,"https://www.google.com/maps/search/Shakespeare+and+Company,+Paris/",node,251373380,,#N/A,quick-geocode,,,,,,fr:Shakespeare and Company,,,,,,,,,,,,,,,,,,,,,,,,,,Shakespeare and Company,,,,,,,,,,,,,,,,,Shakespeare and Company,,,,,,,,,,,,,,,,,,,,Shakespeare and Company,莎士比亞書店,,,,Shakespeare and Company,,,,,,,Shakespeare and company,,,Шекспир и Компания,,,,,,,,,,Шэкспір і Кампанія,,,,,,,,,,,,シェイクスピア・アンド・カンパニー書店,,,,,,,,,,,,,,,,,,,,,,,,,Shakespeare and Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shakespeare and Company,,,Shakespeare and Company,,,,,,,,,,,,,,Shakespeare and Company,,,,,,,,,,,,,,,,,,,,,,,کتابفروشی شکسپیر و شرکاء,,Shakespeare & Company,,,,,,,შექსპირი და კომპანია,,,,,,,,Shakespeare and Company,,,,,,,,,,,,,,
Paris,OSM,Abhishek,Tourism,Arc de Triomphe,凯旋门,https://batpad.github.io/quick-geocode/?name=Arc%20de%20Triomphe&city=Paris,"https://www.google.com/maps/search/Arc+de+Triomphe,+Paris/",way,226413508,,#N/A,quick-geocode,,,,,Q64436,fr:Arc de triomphe de l'Étoile,,Arc de Triomphe,,,巴黎大凯旋门,,Arc de triomphe de l'Étoile,,,,,,,,,,Arco do Triunfo de París,,,,,Arcus triumphalis (Lutetia),,,,Zafer Takı,,,Triumfa arka,Paryžiaus Triumfo arka,,,อาร์กเดอทรียงฟ์เดอเลตวล,,,,,ஆர்க் டே ரியோம்ப்,,Arc de Triomphe,,,Triumphbogen,Triumfbuen,,,,,,,,,,,,,,,,,Αψίδα του Θριάμβου,Triumfa Arko de Parizo,Arc de Triomphe,巴黎凯旋门,Arch ëd Trionf,,,arc de triomphe de l'Étoile,,,,Parisko Garaipen Arkua,Triumfikaar,,Arco de Triunfo de París,,,Триумфальная арка,,,,,,Arcul de Triumf din Paris,,আর্ক দ্য ত্রিয়োম্‌ফ,,Трыумфальная арка,Триумфална арка,Тріумфальна арка,,,,,,,,,Trijumfalna kapija u Parizu,エトワール凱旋門,,,,,,Трыюмфальная арка,,,Arc de Triomphe,凱旋門,,,,Arc de Triomf de l'Étoile,,,Arc de Triomphe,,,Vítězný oblouk,,,,,Arco do Triunfo,,Arc de Triomphe,,,,,,,Łuk Triumfalny w Paryżu,,Հաղթանակի կամար,,Slavoluk pobjede u Parizu,,,,Arc de Triomphe,,आर्क द ट्रिम्फ,,,جت دی محراب,,שער הניצחון בפריז,,,,,,,,,Триумфална порта,,,,,Arc de Triomphe,आर्क दे त्रायाँ,,,,,,,Arc de Triomphe,Khải Hoàn Môn,Sigurboginn,,Arco di Trionfo,,,قوس النصر,,Arko di Triumfo,,,,Zəfər tağı,,Arc de triomphe de l'Étoile,,,Arc de Triomphe,Triumfbogen i Paris,,,Triumfbuen,,,,,,,,,,,,,,,,,Arc de Triomphe,,تاق پیروزی,,Riemukaari,,,,,,,სატრიუმფო თაღი,,,,,Тријумфална капија у Паризу,,에투알 개선문,Triumfbågen,,,Arc de Triomphe de l’Étoile,,Trijumfalna kapija u Parizu,,,,,,,,,
Paris,OSM,Abhishek,Tourism,Assemblée Nationale,波旁宫（国民议会）,https://batpad.github.io/quick-geocode/?name=Assemblée%20Nationale&city=Paris,"https://www.google.com/maps/search/Assemblée+Nationale,+Paris/",way,175448742,,#N/A,quick-geocode,,,,,,fr:Assemblée nationale (France),,Naitional Assembly,,,,,,,,,,法國國民議會,,Assembleia Nacional Francesa,,,Asemblea Nacional de Francia,,,,,,,,,Fransa Ulusal Meclisi,,,,,,,สภาผู้แทนราษฎรฝรั่งเศส,,,,,பிரான்சின் தேசிய சட்டப்பேரவை,,,,,Nationalversammlung,Assemblée Nationale,,,,,,,,,法国国民议会,,,,法國國民議會,,,,Εθνοσυνέλευση της Γαλλίας,Nacia Asembleo,French National Assembly,法國國民議會,,,,Assemblée nationale,,,,Frantziako Nazio Biltzarra,,,Asamblea Nacional de Francia,,,Национальное собрание Франции,,,,法国国民议会,,Adunarea Națională a Franței,,,,Нацыянальная Асамблея Францыі,,Національна асамблея Франції,,,法国国民议会,,,,,Bodadenn Vroadel,,国民議会,,,,Assemblada Nacionala,,,,,,,,,,Assemblea Nacional,,,,,,Národní shromáždění,,,,,Assembleia Nacional Francesa,法國國民議會,Kapulungang Pambansa,,,,,,,Zgromadzenie Narodowe,,Ֆրանսիայի ազգային ժողով,,,,,,,,,,,,,האספה הלאומית,,,,,,,,,Национално собрание на Франција,,,,,,,,,,,,,,Hạ viện Pháp,,,Assemblea Nazionale,,,الجمعية الوطنية الفرنسية,,,,,,,,Majelis Nasional Perancis,,,Nationale Vergadering,,,,Frankrikes nasjonalforsamling,,,,,,,,,,,,,,,,,,,مجمع ملی,,Ranskan kansalliskokous,,,,,,,საფრანგეთის ეროვნული ასამბლეა,,,ئەنجومەنی نەتەوەیی فەرەنسە,,Народна скупштина Француске,,프랑스 국민의회,Frankrikes nationalförsamling,,,"Národné zhromaždenie (Francúzsko, 5. republika)",,Narodna skupština,,,,,,,,,
Paris,OSM,Abhishek,Tourism,Basilica of the Sacred Heart,圣心教堂,https://batpad.github.io/quick-geocode/?name=Basilica%20of%20the%20Sacred%20Heart&city=Paris,"https://www.google.com/maps/search/Basilica+of+the+Sacred+Heart,+Paris/",way,23762981,,#N/A,osm-nominatim,,,,,Q28785,fr:Basilique du Sacré-Cœur de Montmartre,,,,,,,,,,,,,,,Ardeaglais Sacré Coeur,,Basílica do Sacré Cœur,,,,,,,,,Sacré-Cœur Bazilikası,,,,,,,มหาวิหารซาเคร-เกอร์,,,,,இயேசுவின் திரு இதய பசிலிக்கா,,,,,Sacré-Cœur de Montmartre,Sacré Coeur,,,,,,,,,,,,,,,,,,Baziliko de la Sankta Koro,Sacré-Cœur,聖心堂,,,,basilique du Sacré-Cœur de Montmartre,,,,Sacré-Cœur basilika,Sacré-Cœuri kirik,,Basílica del Sacré Cœur,,,Базилика Сакре-Кёр,,,,,,Bazilica Sacré-Cœur din Paris,,,,Базіліка Сакрэ-Кёр,Сакре кьор,Базиліка Сакре-Кер,,,,,,,,,,サクレ・クール寺院,,,,,,Базыліка Сакрэ-Кёр,,,,,,,,Basílica del Sacré Cœur,,,,,,Bazilika Sacré-Cœur,,,,,Basílica de Sacré Cœur,,,,,,,,Basilique du Sacré-Cœur,Bazylika Sacré-Cœur,,Սակրե Կյոր բազիլիկ,,Bazilika Sacré-Cœur u Parizu,,,,Sacré Cœur-székesegyház,,,,,سیکرے کویر پیرس,,בזיליקת הלב הקדוש,,,,,,,,,,,,,,,,,,,,,,,Vương cung thánh đường Sacré-Cœur,,,Basilica del Sacro Cuore,,,,,,,,,,,,,,Basilique du Sacré-Cœur,Sacré-Coeur de Montmartre,,,Sacré-Cœur,,,,,,,,,,,,,,,,,Basilique du Sacré-Cœur,,کلیسای سکره کر مونمارتر,,Sacré-Coeur,,,,,,,,,,,,Сакре кер,,사크레쾨르 대성당,Sacré-Cœur,,,Basilique du Sacré-Cœur,,,,,Bazilika Sacré-Coeur,,,,,,
Paris,OSM,Abhishek,Tourism,Cimetière du Père Lachaise,拉雪兹公墓,https://batpad.github.io/quick-geocode/?name=Cimetière%20du%20Père%20Lachaise&city=Paris,"https://www.google.com/maps/search/Cimetière+du+Père+Lachaise,+Paris/",way,13859706,,#N/A,quick-geocode,,,,,Q311,fr:Cimetière du Père-Lachaise,,Père Lachaise Cemetery,Campusantu dû Père-Lachaise,,,,,,,,,,,cemitério do Père-Lachaise,,,Cemiterio do Père-Lachaise,,Père Lachaise-Kierfecht,,,Coemeterium Père Lachaise,,,,Père Lachaise Mezarlığı,,,Perlašēza kapsēta,Per Lašezas,,,,,,,,பெர் லசெயிஸ் சுடுகாடு,,,,,Père-Lachaise,Cimetière du Père-Lachaise,,,,,,,Père-Lachaise,,拉雪兹神父公墓,,,,拉雪兹神父公墓,,,,Κοιμητήριο του Περ-Λασαίζ,Tombejo Père-Lachaise,Père Lachaise Cemetery,拉雪兹神父公墓,Simiteri 'd Père-Lachaise,,,cimetière du Père-Lachaise,,,,Père Lachaise hilerria,Père-Lachaise'i kalmistu,,cementerio del Père-Lachaise,,Père Lachaise Cemetery,Пер-Лашез,,,,拉雪兹神父公墓,,Cimitirul Père-Lachaise,,সিমতিয়ের দু পের লাশেজ,,Пер-Лашэз,Пер Лашез,Пер-Лашез,,,,,Kuburan Père-Lachaise,,,,Groblje Père-Lachaise,ペール・ラシェーズ墓地,,,,Cementèri del Paire Lachaise,,Пэр-Ляшэз,,,,,,,,Cementiri del Père-Lachaise,,,"Mynwent Père Lachaise, Paris",,,Hřbitov Père-Lachaise,,,,,Cemitério do Père-Lachaise,拉雪茲神父公墓,Sementeryo ng Père Lachaise,,,,,,,Cmentarz Père-Lachaise,,Պեր Լաշեզ,,Groblje Père-Lachaise,,,,Père-Lachaise temető,,,,,,,פר לשז,,,,,,,,,Пер Лашез,,,,,,,,,,,,,Père-Lachaise-begraafplaas,Nghĩa trang Père-Lachaise,,,cimitero del Père-Lachaise,,,مقبرة بير لاشيز,,,,,,Per-Laşez qəbiristanlığı,,TPU Père-Lachaise,,,Cimetière du Père-Lachaise,Père Lachaise,,,Père Lachaise,,,,,,,,,,,,,,,,,Père Lachaise,,گورستان پر-لاشز,,Père-Lachaise,,,,,Père Lachaise Cemetery,,პერ-ლაშეზის სასაფლაო,,,گۆڕستانی پێر لاشێز,,Пер Лашез,,페르 라셰즈 묘지,Père-Lachaise,,,Cimetière du Père-Lachaise,,,,Goristana Père-Lachaise,Pokopališče Père-Lachaise,,,,,,
