City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia
London,OSM,,Tourism,British Museum,大英博物馆,https://batpad.github.io/quick-geocode/?name=British%20Museum&city=London,"https://www.google.com/maps/search/British+Museum,+London/",relation,177044,,#N/A,,-0.126183849039077,51.5193270002165,British Museum,it's a relation,Q6373,en:British Museum
London,OSM,,Tourism,Buckingham Palace,白金汉宫,https://batpad.github.io/quick-geocode/?name=Buckingham%20Palace&city=London,"https://www.google.com/maps/search/Buckingham+Palace,+London/",relation,5208404,,#N/A,,-0.142536763806343,51.5009750704899,Buckingham Palace,it's a relation,Q42182,en:Buckingham Palace
London,OSM,,Tourism,Cenotaph,和平纪念碑,https://batpad.github.io/quick-geocode/?name=Cenotaph&city=London,"https://www.google.com/maps/search/Cenotaph,+London/",node,59598355,,#N/A,,-0.125848074903488,51.5026600072235,Cenotaph,"the full name is ""the Cenotaph""",,"en:Cenotaph#The Cenotaph, London"
London,OSM,,Tourism,Eltham Palace,艾尔森宫,https://batpad.github.io/quick-geocode/?name=Eltham%20Palace&city=London,"https://www.google.com/maps/search/Eltham+Palace,+London/",way,17110975,,#N/A,,0.048379387731552,51.4469079763005,Eltham Palace,,,en:Eltham Palace
London,OSM,,Tourism,Fashion & Textile Museum,时装及纺织品博物馆,https://batpad.github.io/quick-geocode/?name=Fashion%20&%20Textile%20Museum&city=London,"https://www.google.com/maps/search/Fashion+&+Textile+Museum,+London/",way,101154182,,#N/A,"fb, google map, wego.here",-0.081632914767265,51.5012193166046,Fashion & Textile Museum,,,en:Fashion and Textile Museum
London,OSM,,Tourism,London Eye,伦敦眼,https://batpad.github.io/quick-geocode/?name=London%20Eye&city=London,"https://www.google.com/maps/search/London+Eye,+London/",way,204068874,,#N/A,,-0.119478192625045,51.5032315362804,London Eye,,,en:London Eye
London,OSM,,Tourism,Lord's Cricket Ground,罗德板球场,https://batpad.github.io/quick-geocode/?name=Lord's%20Cricket%20Ground&city=London,"https://www.google.com/maps/search/Lord's+Cricket+Ground,+London/",way,19790006,,#N/A,,-0.171521136822700,51.5298467737657,Lord's Cricket Ground,,Q331613,en:Lord's Cricket Ground
London,OSM,,Tourism,Mansion House,伦敦市长官邸,https://batpad.github.io/quick-geocode/?name=Mansion%20House&city=London,"https://www.google.com/maps/search/Mansion+House,+London/",way,33695114,,#N/A,,-0.089440786542892,51.5130350575040,Mansion House,,,"en:Mansion House, London"
London,OSM,,Tourism,National Gallery,国家美术馆,https://batpad.github.io/quick-geocode/?name=National%20Gallery&city=London,"https://www.google.com/maps/search/National+Gallery,+London/",way,4372002,,#N/A,,-0.128225657567977,51.5089151297332,National Gallery,,Q180788,en:National Gallery
London,OSM,,Tourism,Old Operating Theatre Museum & Herb Garret,旧手术室博物馆,https://batpad.github.io/quick-geocode/?name=Old%20Operating%20Theatre%20Museum%20&%20Herb%20Garret&city=London,"https://www.google.com/maps/search/Old+Operating+Theatre+Museum+&+Herb+Garret,+London/",way,90404358,,#N/A,,-0.088388410756588,51.5049598353751,Old Operating Theatre Museum,,,en:Old Operating Theatre Museum and Herb Garret
London,OSM,,Tourism,Queen's Gallery,皇后美术馆,https://batpad.github.io/quick-geocode/?name=Queen's%20Gallery&city=London,"https://www.google.com/maps/search/Queen's+Gallery,+London/",node,1289223308,,#N/A,,-0.142424570084810,51.4997762870225,Queen's Gallery,,,en:Queen\'s Gallery
London,OSM,,Tourism,Royal Observatory Greenwich,格林威治天文台,https://batpad.github.io/quick-geocode/?name=Royal%20Observatory%20Greenwich&city=London,"https://www.google.com/maps/search/Royal+Observatory+Greenwich,+London/",way,268533448,,#N/A,,-8.82857637405395,51.4776582448283,Royal Observatory Greenwich,,,"en:Royal Observatory, Greenwich"
London,OSM,,Tourism,Samuel Johnson's House,约翰逊博士故居,https://batpad.github.io/quick-geocode/?name=Samuel%20Johnson's%20House&city=London,"https://www.google.com/maps/search/Samuel+Johnson's+House,+London/",way,43706245,,#N/A,,-0.108067855618000,51.5149896349141,Samuel Johnson's House,"name in osm ""Dr Johnson's House""",,en:Dr Johnson's House
