@type,@id,name,name:en,osm:wikipedia,osm:wikidata,wiki:logs,wiki:wikidata,wiki:label:en,wiki:wikipedia:en,wiki:Distance,wiki:label:zh,wiki:label:zh-hans,wiki:label:zh-cn,wiki:label:zh-hant,wiki:label:zh-hk,wiki:label:zh-tw,wiki:label:hi,wiki:label:es,wiki:label:fr,wiki:label:de,wiki:label:ja,wiki:label:ko,wiki:label:ru,wiki:label:pt,wiki:label:ar
node,2052329081,Puerto Vallarta,,es:Puerto Vallarta,,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",Q853258,Puerto Vallarta,Puerto Vallarta,,巴亚尔塔港,巴亚尔塔港,,巴亞爾塔港,巴亞爾塔港,,,Puerto Vallarta,Puerto Vallarta,Puerto Vallarta,プエルト・バジャルタ,푸에르토바야르타,Пуэрто-Вальярта,Puerto Vallarta,
node,2851439474,Tepic,Tepic,es:Tepic,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",Q207972,Tepic,Tepic,,特皮克,特皮克,特皮克,特皮克,特皮克,特皮克,,Tepic,Tepic,Tepic,テピク,테픽,Тепик,Tepic,
node,1688949658,Zapopan,,,Q147402,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Zapopan,Zapopan,,萨波潘,,,,,,,Zapopan,Zapopan,Zapopan,サポパン,사포판,Сапопан,Zapopan,سابوبان، خاليسكو
node,1618366658,San Pedro Tlaquepaque,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,1663173902,Guadalajara,Guadalajara,es:Guadalajara (Jalisco),Q9022,"zh Present,No zh-hans label,zh-cn Present,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Guadalajara,Guadalajara,,瓜达拉哈拉,,瓜达拉哈拉,,,,,Guadalajara,Guadalajara,Guadalajara,グアダラハラ,과달라하라,Гвадалахара,Guadalajara,غوادالاخارا
node,353952268,Moroleón,,,Q605127,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,No de label,No ja label,No ko label,ru Present,pt Present,No ar label,",,Moroleón,Moroleón,,,,,,,,,Moroleón,Moroleón,,,,Моролеон,Moroleón,
node,2378060232,Celaya,,es:Celaya,,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,pt Present,ar Present,",Q580649,Celaya,Celaya,,塞拉亞,,,,,,,Celaya,Celaya,Celaya,セラヤ (メキシコ),,Селая,Celaya,سيلايا
node,273601416,León,León,,Q189128,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,León,"León, Guanajuato",,莱昂,莱昂,莱昂,萊昂,萊昂,萊昂,,León,León,León,レオン,레온,Леон,León,ليون
node,269907341,Irapuato,,,Q816845,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Irapuato,Irapuato,,伊拉普阿托,伊拉普阿托,,伊拉普阿托,伊拉普阿托,,,Irapuato,Irapuato,Irapuato,イラプアト,이라푸아토,Ирапуато,Irapuato,ايرابواتو
node,269907342,Salamanca,,,Q1801321,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,pt Present,ar Present,",,Salamanca,"Salamanca, Guanajuato",,薩拉曼卡,萨拉曼卡,,薩拉曼卡,薩拉曼卡,,,Salamanca,Salamanca,Salamanca,サラマンカ (グアナフアト州),,Саламанка,Salamanca,سلمنكا
node,269907416,Guanajuato,Guanajuato,es:Guanajuato (Guanajuato),,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q61306,Guanajuato,Guanajuato City,,瓜纳华托,,,,,,,Guanajuato,Guanajuato,Guanajuato,グアナフアト,과나후아토,Гуанахуато,Guanajuato,غواناخواتو
node,1105499210,Jesús María,,,Q1150239,"zh Present,zh-hans Present,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,No de label,No ja label,No ko label,ru Present,No pt label,No ar label,",,Jesús María,"Jesús María, Aguascalientes",,耶穌與聖母城,耶稣与圣母城,,,,,,Jesús María (Aguascalientes),Jesús María,,,,Хесус-Мария (Агуаскальентес),,
node,269906564,Zacatecas,Zacatecas,es:Zacatecas (Zacatecas),,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q139242,Zacatecas,Zacatecas City,,萨卡特卡斯,,,,,,,Zacatecas (Zacatecas),Zacatecas,Zacatecas,サカテカス,사카테카스,Сакатекас (город),Zacatecas (cidade),زاكاتيكاس
node,2322620350,Guadalupe,,,Q1961298,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,No ja label,No ko label,ru Present,pt Present,No ar label,",,Guadalupe,"Guadalupe, Zacatecas",,瓜達盧佩,瓜达卢佩,,瓜達盧佩,瓜達盧佩,,,Guadalupe,Guadalupe,Guadalupe,,,Гуадалупе,Guadalupe,
node,4392412822,Aguascalientes,,,Q200805,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Aguascalientes,Aguascalientes City,,阿瓜斯卡连特斯,阿瓜斯卡连特斯,阿瓜斯卡连特斯,阿瓜斯卡連特斯,阿瓜斯卡連特斯,阿瓜斯卡連特斯,,Aguascalientes,Aguascalientes,Aguascalientes,アグアスカリエンテス,아과스칼리엔테스,Агуаскальентес,Aguascalientes,أغواسكاليينتس
node,269905839,San Luis Potosí,San Luis Potosi,es:San Luis Potosí (San Luis Potosí),,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",Q204271,San Luis Potosí,San Luis Potosí City,,圣路易斯波托西市,圣路易斯波托西市,圣路易斯波托西市,聖路易斯波托西市,聖路易斯波托西市,聖路易斯波托西市,,San Luis Potosí,San Luis Potosí,San Luis Potosí,サン・ルイス・ポトシ,산루이스포토시,Сан-Луис-Потоси,San Luis Potosí,
node,269913250,Acapulco de Juárez,Acapulco,,Q81398,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",,Acapulco,Acapulco,,阿卡普尔科,,,,,,,Acapulco de Juárez,Acapulco,Acapulco,アカプルコ,아카풀코,Акапулько,Acapulco,أكابولكو
node,269913428,Chilpancingo,Chilpancingo,es:Chilpancingo de los Bravo,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",Q207935,Chilpancingo,Chilpancingo,,奇爾潘辛戈,奇尔潘辛戈,奇尔潘辛戈,奇爾潘辛戈,奇爾潘辛戈,奇爾潘辛戈,,Chilpancingo de los Bravo,Chilpancingo,Chilpancingo,チルパンシンゴ,칠판싱고,Чильпансинго-де-лос-Браво,Chilpancingo de los Bravo,
node,273608650,Zitacuaro,,es:Heroica Zitácuaro,,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,No de label,ja Present,No ko label,No ru label,No pt label,No ar label,",Q1962272,Zitácuaro,Zitácuaro,,錫塔夸羅,锡塔夸罗,,錫塔誇羅,錫塔夸羅,錫塔夸羅,,Heroica Zitácuaro,Zitácuaro,,シタクアロ,,,,
node,269914302,Toluca de Lerdo,Toluca,es:Toluca de Lerdo,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q209034,Toluca,Toluca,,托卢卡,托卢卡,托卢卡,托盧卡,托盧卡,托盧卡,,Toluca de Lerdo,Toluca,Toluca,トルーカ,톨루카,Толука-де-Лердо,Toluca,تولوكا
node,4197354798,Santiago Tianguistenco,,,Q2449561,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,No fr label,No de label,No ja label,No ko label,ru Present,No pt label,No ar label,",,Santiago Tianguistenco,Santiago Tianguistenco,,,,,,,,,Santiago Tianguistenco,,,,,Сантьяго-Тьянгистенко-де-Галеана,,
node,59058448,Cuernavaca,Cuernavaca,es:Cuernavaca,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q204245,Cuernavaca,Cuernavaca,,庫埃納瓦卡,库埃纳瓦卡,库埃纳瓦卡,庫埃納瓦卡,庫埃納瓦卡,庫埃納瓦卡,,Cuernavaca,Cuernavaca,Cuernavaca,クエルナバカ,쿠에르나바카,Куэрнавака,Cuernavaca,كويرنافاكا
node,62270270,Ciudad de México,Mexico City,es:México,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q96,Mexico,Mexico,,墨西哥,墨西哥,墨西哥,墨西哥,墨西哥,墨西哥,मेक्सिको,México,Mexique,Mexiko,メキシコ,멕시코,Мексика,México,المكسيك
node,4431771365,Ciudad López Mateos,,,Q1963483,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,No de label,ja Present,No ko label,No ru label,No pt label,ar Present,",,Ciudad López Mateos,Ciudad López Mateos,,洛佩斯·馬特奧斯城,,,,,,,Ciudad López Mateos,Ciudad López Mateos,,シウダー・ロペス・マテオス,,,,سيوداد لوبيز ماتيوس
node,448081499,Izúcar de Matamoros,,,Q2686100,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,No fr label,No de label,ja Present,No ko label,ru Present,No pt label,No ar label,",,Izúcar de Matamoros,Izúcar de Matamoros,,,,,,,,,Izúcar de Matamoros,,,イスカル・デ・マタモロス,,Исукар-де-Матаморос,,
node,448088952,Tehuacán,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,245792117,Puebla,Puebla,es:Puebla de Zaragoza,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q125293,Puebla City,Puebla City,,普埃布拉,普埃布拉,普埃布拉,普埃布拉,普埃布拉,普埃布拉,,Puebla de Zaragoza,Puebla,Puebla,プエブラ,푸에블라,Пуэбла-де-Сарагоса,Puebla,بويبلا، بويبلا
node,268380974,Tlaxcala,Tlaxcala,es:Tlaxcala de Xicohténcatl,Q614072,"zh Present,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,No de label,ja Present,No ko label,ru Present,No pt label,No ar label,",,Tlaxcala,Tlaxcala (Nahua state),,特拉斯卡拉聯邦,,,,,,,Señorío de Tlaxcala,Tlaxcala,,トラスカラ王国,,Тласкала,,
node,269912387,Oaxaca,Oaxaca,es:Oaxaca de Juárez,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,hi Present,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q131429,Oaxaca de Juárez,Oaxaca City,,瓦哈卡市,瓦哈卡市,瓦哈卡市,瓦哈卡市,瓦哈卡市,瓦哈卡市,वाहाका डे जुएरेज़,Oaxaca de Juárez,Oaxaca de Juárez,Oaxaca de Juárez,オアハカ,오악사카,Оахака-де-Хуарес,Oaxaca de Juárez,أواخاكا
node,472255720,Minatitlán,,,Q991006,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,pt Present,No ar label,",,Minatitlán,"Minatitlán, Veracruz",,米納蒂特蘭,米纳蒂特兰,,米納蒂特蘭,米納蒂特蘭,,,Minatitlán,Minatitlán,Minatitlán,ミナティトラン (ベラクルス州),,Минатитлан,Minatitlán,
node,472255719,Orizaba,,,Q993904,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,pt Present,No ar label,",,Orizaba,Orizaba,,奧里薩巴,奥里萨巴,,奧里薩巴,奧里薩巴,,,Orizaba,Orizaba,Orizaba,オリサーバ,,Орисаба,Orizaba,
node,3994393614,Tierra Blanca,,es:Tierra Blanca (Veracruz),,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,No fr label,No de label,No ja label,No ko label,No ru label,No pt label,No ar label,",Q22914819,Tierra Blanca,,,,,,,,,,Tierra Blanca,,,,,,,
node,472257764,Fortín de las Flores,,,Q2652472,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,No fr label,de Present,ja Present,No ko label,ru Present,No pt label,No ar label,",,Fortín de las Flores,Fortín de las Flores,,,,,,,,,Fortín de las Flores,,Fortín de las Flores,フォルティン・デ・ラス・フローレス,,Фортин,,
node,472255718,Córdoba,,,Q989492,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,pt Present,No ar label,",,Córdoba,"Córdoba, Veracruz",,科爾多瓦,科尔多瓦,,科爾多瓦,科爾多瓦,,,Córdoba,Córdoba,Córdoba,コルドバ (ベラクルス州),,Кордова,Córdoba (Veracruz),
node,959618169,Xalapa,Xalapa,es:Xalapa-Enríquez,Q221051,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Xalapa,Xalapa,,哈拉帕,哈拉帕,哈拉帕,哈拉帕,哈拉帕,哈拉帕,,Xalapa-Enríquez,Xalapa,Xalapa-Enríquez,ハラパ,할라파,Халапа-Энрикес,Xalapa,
node,472255714,Veracruz,Veracruz,,Q173270,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Veracruz,Veracruz (city),,韦拉克鲁斯,韦拉克鲁斯,韦拉克鲁斯,韋拉克魯斯,韋拉克魯斯,韋拉克魯斯,,Veracruz,Veracruz,Veracruz,ベラクルス,베라크루스,Веракрус,Veracruz,
node,472257786,Santiago Tuxtla,,,Q4769997,"No zh label,No zh-hans label,No zh-cn label,No zh-hant label,No zh-hk label,No zh-tw label,No hi label,es Present,fr Present,de Present,No ja label,No ko label,ru Present,No pt label,No ar label,",,Santiago Tuxtla,Santiago Tuxtla,,,,,,,,,Santiago Tuxtla,Santiago Tuxtla,Municipio Santiago Tuxtla,,,Сантьяго-Тустла (муниципалитет),,
node,1168572324,Coatzacoalcos,,,Q502023,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Coatzacoalcos,Coatzacoalcos,,夸察夸爾科斯,夸察夸尔科斯,,夸察夸爾科斯,夸察夸爾科斯,,,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,コアツァコアルコス,코아트사코알코스,Коацакоалькос,Coatzacoalcos,
node,273597039,San Juan del Rio,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,269905615,Santiago de Querétaro,Querétaro,es:Santiago de Querétaro,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",Q173121,Querétaro,Querétaro City,,克雷塔罗,克雷塔罗,克雷塔罗,克雷塔羅,克雷塔羅,克雷塔羅,,Santiago de Querétaro,Santiago de Querétaro,Santiago de Querétaro,ケレタロ,케레타로,Сантьяго-де-Керетаро,Querétaro,
node,272109451,Pachuca de Soto,Pachuca,es:Pachuca de Soto,Q160750,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,No ar label,",,Pachuca,Pachuca,,帕丘卡,帕丘卡,帕丘卡,帕丘卡,帕丘卡,帕丘卡,,Pachuca de Soto,Pachuca,Pachuca de Soto,パチューカ,파추카,Пачука-де-Сото,Pachuca de Soto,
node,472255717,Poza Rica de Hidalgo,,,,No wikidata / wikipedia,,,,,,,,,,,,,,,,,,,
node,292474264,Ciudad Valles,,es:Ciudad Valles,,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,No ja label,No ko label,ru Present,pt Present,No ar label,",Q1002537,Ciudad Valles,Ciudad Valles,,巴耶斯城,巴耶斯城,,巴耶斯城,巴耶斯城,,,Ciudad Valles,Ciudad Valles,Ciudad Valles,,,Сьюдад-Вальес,Ciudad Valles,
node,273584290,Tampico,,es:Tampico,,"zh Present,zh-hans Present,zh-cn Present,zh-hant Present,zh-hk Present,zh-tw Present,No hi label,es Present,fr Present,de Present,ja Present,ko Present,ru Present,pt Present,ar Present,",Q273014,Tampico,Tampico,,坦皮科,坦皮科,坦皮科,坦皮科,坦皮科,坦皮科,,Tampico,Tampico,Tampico,タンピコ,탐피코,Тампико,Tampico,تامبيكو
node,2818858284,Ciudad Madero,,es:Ciudad Madero,,"zh Present,zh-hans Present,No zh-cn label,zh-hant Present,zh-hk Present,No zh-tw label,No hi label,es Present,fr Present,de Present,ja Present,No ko label,ru Present,pt Present,No ar label,",Q985365,Ciudad Madero,Ciudad Madero,,馬德羅城,马德罗城,,馬德羅城,馬德羅城,,,Ciudad Madero,Ciudad Madero,Ciudad Madero,シウダ・マデーロ,,Сьюдад-Мадеро,Ciudad Madero,
